,agency,power,verb_count,av,pv
u5311,0,0,0,,
u5316,5,3,5,1.0,0.6
u5317,36,47,92,0.391304347826087,0.5108695652173914
u5321,14,10,17,0.8235294117647058,0.5882352941176471
u5323,11,16,25,0.44,0.64
u5327,3,5,16,0.1875,0.3125
u5322,-2,8,11,-0.18181818181818182,0.7272727272727273
u5329,4,3,6,0.6666666666666666,0.5
u5328,1,0,3,0.3333333333333333,0.0
u5319,11,17,27,0.4074074074074074,0.6296296296296297
u5318,12,14,21,0.5714285714285714,0.6666666666666666
u5320,1,1,2,0.5,0.5
u5324,0,1,2,0.0,0.5
u5326,1,2,8,0.125,0.25
u5325,-3,3,3,-1.0,1.0
u5330,2,3,4,0.5,0.75
u5334,-3,-1,8,-0.375,-0.125
u5338,6,10,14,0.42857142857142855,0.7142857142857143
u5331,1,1,1,1.0,1.0
u5333,0,0,0,,
u5336,-1,1,1,-1.0,1.0
u5339,-1,1,1,-1.0,1.0
u5345,9,26,76,0.11842105263157894,0.34210526315789475
u5341,-2,2,2,-1.0,1.0
u5342,2,1,6,0.3333333333333333,0.16666666666666666
u5357,6,13,31,0.1935483870967742,0.41935483870967744
u5344,2,3,5,0.4,0.6
u5350,1,1,3,0.3333333333333333,0.3333333333333333
u5348,6,6,6,1.0,1.0
u5356,4,4,4,1.0,1.0
u5347,1,1,1,1.0,1.0
u5352,1,1,1,1.0,1.0
u5358,-1,0,1,-1.0,0.0
u5355,3,1,3,1.0,0.3333333333333333
u5346,0,-1,2,0.0,-0.5
u5353,-1,2,3,-0.3333333333333333,0.6666666666666666
u5349,2,2,5,0.4,0.4
u5359,2,2,2,1.0,1.0
u5360,-1,-1,1,-1.0,-1.0
u5351,2,2,2,1.0,1.0
u5364,3,21,56,0.05357142857142857,0.375
u5361,0,0,0,,
u5362,0,0,13,0.0,0.0
u5363,1,1,1,1.0,1.0
u5366,4,3,9,0.4444444444444444,0.3333333333333333
u5367,0,2,2,0.0,1.0
u5365,-1,8,12,-0.08333333333333333,0.6666666666666666
u5370,1,1,1,1.0,1.0
u5373,-7,6,8,-0.875,0.75
u5371,-2,4,4,-0.5,1.0
u5369,0,0,0,,
u5382,3,4,12,0.25,0.3333333333333333
u5390,-1,1,5,-0.2,0.2
u5377,3,2,3,1.0,0.6666666666666666
u5381,2,2,2,1.0,1.0
u5378,2,-2,6,0.3333333333333333,-0.3333333333333333
u5385,-1,1,1,-1.0,1.0
u5389,2,4,4,0.5,1.0
u5379,1,1,1,1.0,1.0
u5387,0,-1,6,0.0,-0.16666666666666666
u5386,0,0,0,,
u5388,1,1,1,1.0,1.0
u5383,1,1,1,1.0,1.0
u5391,0,0,0,,
u5392,2,0,4,0.5,0.0
u5397,58,42,115,0.5043478260869565,0.3652173913043478
u5401,2,7,10,0.2,0.7
u5402,0,0,0,,
u5395,7,4,10,0.7,0.4
u5399,9,10,18,0.5,0.5555555555555556
u5394,71,53,124,0.5725806451612904,0.4274193548387097
u5398,7,6,11,0.6363636363636364,0.5454545454545454
u5400,14,12,26,0.5384615384615384,0.46153846153846156
u5396,5,7,11,0.45454545454545453,0.6363636363636364
u5403,0,0,1,0.0,0.0
u5410,1,5,7,0.14285714285714285,0.7142857142857143
u5404,3,5,6,0.5,0.8333333333333334
u5411,2,1,3,0.6666666666666666,0.3333333333333333
u5408,-1,-1,6,-0.16666666666666666,-0.16666666666666666
u5407,3,2,3,1.0,0.6666666666666666
u5405,0,0,0,,
u5406,3,11,15,0.2,0.7333333333333333
u5409,0,-2,5,0.0,-0.4
u5415,2,1,2,1.0,0.5
u5412,0,-2,2,0.0,-1.0
u5418,1,-1,1,1.0,-1.0
u5413,0,0,0,,
u5422,0,-3,11,0.0,-0.2727272727272727
u5424,1,-1,1,1.0,-1.0
u5417,0,0,0,,
u5419,4,0,4,1.0,0.0
u5425,2,1,14,0.14285714285714285,0.07142857142857142
u5420,0,2,2,0.0,1.0
u5421,1,2,3,0.3333333333333333,0.6666666666666666
u5423,2,1,2,1.0,0.5
u5426,1,1,3,0.3333333333333333,0.3333333333333333
u5428,-5,-3,7,-0.7142857142857143,-0.42857142857142855
u5433,-1,3,7,-0.14285714285714285,0.42857142857142855
u5427,4,2,6,0.6666666666666666,0.3333333333333333
u5432,-3,-2,5,-0.6,-0.4
u5430,0,0,0,,
u5434,-3,-2,3,-1.0,-0.6666666666666666
u5429,1,0,1,1.0,0.0
u5431,-1,1,3,-0.3333333333333333,0.3333333333333333
u5435,-2,0,2,-1.0,0.0
u5444,0,0,0,,
u5443,4,5,6,0.6666666666666666,0.8333333333333334
u5442,-1,-1,1,-1.0,-1.0
u5436,-1,-1,1,-1.0,-1.0
u5441,3,3,5,0.6,0.6
u5440,-3,4,13,-0.23076923076923078,0.3076923076923077
u5437,9,6,10,0.9,0.6
u5438,-2,3,6,-0.3333333333333333,0.5
u5445,0,0,0,,
u5455,10,19,70,0.14285714285714285,0.2714285714285714
u5446,3,2,3,1.0,0.6666666666666666
u5447,3,1,8,0.375,0.125
u5448,1,0,1,1.0,0.0
u5450,1,2,5,0.2,0.4
u5451,-9,-1,17,-0.5294117647058824,-0.058823529411764705
u5452,-2,-2,5,-0.4,-0.4
u5460,9,7,17,0.5294117647058824,0.4117647058823529
u5454,-2,0,4,-0.5,0.0
u5461,1,1,3,0.3333333333333333,0.3333333333333333
u5459,-1,1,1,-1.0,1.0
u5458,0,0,0,,
u5462,-1,2,3,-0.3333333333333333,0.6666666666666666
u5457,-2,2,6,-0.3333333333333333,0.3333333333333333
u5456,-6,5,9,-0.6666666666666666,0.5555555555555556
u5463,7,11,19,0.3684210526315789,0.5789473684210527
u5469,12,11,17,0.7058823529411765,0.6470588235294118
u5467,100,94,173,0.5780346820809249,0.5433526011560693
u5465,7,4,9,0.7777777777777778,0.4444444444444444
u5477,1,0,2,0.5,0.0
u5474,1,1,1,1.0,1.0
u5472,10,7,16,0.625,0.4375
u5473,1,6,12,0.08333333333333333,0.5
u5470,5,4,5,1.0,0.8
u5478,0,1,4,0.0,0.25
u5489,12,15,30,0.4,0.5
u5479,0,1,6,0.0,0.16666666666666666
u5484,0,3,4,0.0,0.75
u5480,1,1,3,0.3333333333333333,0.3333333333333333
u5481,5,7,22,0.22727272727272727,0.3181818181818182
u5487,8,14,27,0.2962962962962963,0.5185185185185185
u5482,0,2,2,0.0,1.0
u5483,19,32,48,0.3958333333333333,0.6666666666666666
u5488,21,23,53,0.39622641509433965,0.4339622641509434
u5493,1,-1,3,0.3333333333333333,-0.3333333333333333
u5491,12,7,12,1.0,0.5833333333333334
u5485,2,2,4,0.5,0.5
u5486,2,3,4,0.5,0.75
u5490,11,9,17,0.6470588235294118,0.5294117647058824
u5492,3,4,5,0.6,0.8
u5494,5,6,7,0.7142857142857143,0.8571428571428571
u5496,0,5,25,0.0,0.2
u5500,-2,0,4,-0.5,0.0
u5495,9,13,21,0.42857142857142855,0.6190476190476191
u5499,2,2,2,1.0,1.0
u5503,-1,1,1,-1.0,1.0
u5502,1,1,3,0.3333333333333333,0.3333333333333333
u5501,1,0,1,1.0,0.0
u5497,3,2,5,0.6,0.4
u5498,0,0,0,,
u5504,0,0,8,0.0,0.0
u5507,45,46,100,0.45,0.46
u5509,1,1,2,0.5,0.5
u5512,12,7,19,0.631578947368421,0.3684210526315789
u5506,5,5,7,0.7142857142857143,0.7142857142857143
u5521,2,3,6,0.3333333333333333,0.5
u5518,2,3,5,0.4,0.6
u5514,8,5,12,0.6666666666666666,0.4166666666666667
u5516,3,1,6,0.5,0.16666666666666666
u5511,7,7,12,0.5833333333333334,0.5833333333333334
u5520,0,0,0,,
u5513,-1,-1,3,-0.3333333333333333,-0.3333333333333333
u5517,5,0,5,1.0,0.0
u5519,3,1,4,0.75,0.25
u5515,-2,2,4,-0.5,0.5
u5522,-3,12,30,-0.1,0.4
u5526,4,9,27,0.14814814814814814,0.3333333333333333
u5527,8,26,55,0.14545454545454545,0.4727272727272727
u5524,24,33,96,0.25,0.34375
u5528,-5,9,48,-0.10416666666666667,0.1875
u5523,-1,-3,12,-0.08333333333333333,-0.25
u5525,-1,13,27,-0.037037037037037035,0.48148148148148145
u5529,1,1,1,1.0,1.0
u5545,-13,33,82,-0.15853658536585366,0.4024390243902439
u5531,-2,3,4,-0.5,0.75
u5536,-2,2,2,-1.0,1.0
u5559,1,0,6,0.16666666666666666,0.0
u5558,-1,1,1,-1.0,1.0
u5543,1,0,2,0.5,0.0
u5532,-3,0,10,-0.3,0.0
u5533,-1,1,3,-0.3333333333333333,0.3333333333333333
u5538,-1,4,10,-0.1,0.4
u5534,-1,1,1,-1.0,1.0
u5535,1,1,1,1.0,1.0
u5548,2,6,18,0.1111111111111111,0.3333333333333333
u5544,1,0,1,1.0,0.0
u5552,4,4,8,0.5,0.5
u5539,3,1,3,1.0,0.3333333333333333
u5541,0,3,12,0.0,0.25
u5540,7,6,16,0.4375,0.375
u5550,1,0,1,1.0,0.0
u5554,-1,-1,1,-1.0,-1.0
u5546,1,1,3,0.3333333333333333,0.3333333333333333
u5556,-2,0,2,-1.0,0.0
u5542,-1,-1,1,-1.0,-1.0
u5553,0,0,0,,
u5547,-1,2,3,-0.3333333333333333,0.6666666666666666
u5551,0,0,2,0.0,0.0
u5549,1,-1,3,0.3333333333333333,-0.3333333333333333
u5560,0,0,0,,
u5561,0,1,11,0.0,0.09090909090909091
u5562,31,39,85,0.36470588235294116,0.4588235294117647
u5568,27,32,48,0.5625,0.6666666666666666
u5572,78,71,162,0.48148148148148145,0.4382716049382716
u5563,3,3,6,0.5,0.5
u5565,0,-1,1,0.0,-1.0
u5569,4,1,6,0.6666666666666666,0.16666666666666666
u5571,0,0,2,0.0,0.0
u5564,0,0,0,,
u5567,0,0,0,,
u5566,1,1,4,0.25,0.25
u5570,2,5,13,0.15384615384615385,0.38461538461538464
u5581,-2,2,13,-0.15384615384615385,0.15384615384615385
u5573,0,0,0,,
u5582,6,9,40,0.15,0.225
u5574,0,4,8,0.0,0.5
u5577,-1,-2,3,-0.3333333333333333,-0.6666666666666666
u5576,2,2,2,1.0,1.0
u5575,-5,9,11,-0.45454545454545453,0.8181818181818182
u5578,2,2,6,0.3333333333333333,0.3333333333333333
u5583,0,0,0,,
u5588,0,0,0,,
u5579,1,1,4,0.25,0.25
u5580,1,1,1,1.0,1.0
u5586,4,3,8,0.5,0.375
u5585,6,5,8,0.75,0.625
u5584,-2,0,2,-1.0,0.0
u5587,-1,1,3,-0.3333333333333333,0.3333333333333333
u5589,1,0,2,0.5,0.0
u5598,-2,0,2,-1.0,0.0
u5590,0,0,0,,
u5602,2,2,3,0.6666666666666666,0.6666666666666666
u5603,1,3,4,0.25,0.75
u5591,14,18,48,0.2916666666666667,0.375
u5594,10,12,16,0.625,0.75
u5592,2,3,10,0.2,0.3
u5596,-2,-2,3,-0.6666666666666666,-0.6666666666666666
u5593,1,6,10,0.1,0.6
u5599,0,0,0,,
u5600,-1,-1,1,-1.0,-1.0
u5604,-1,1,1,-1.0,1.0
u5606,25,23,38,0.6578947368421053,0.6052631578947368
u5612,12,10,15,0.8,0.6666666666666666
u5616,-31,-2,51,-0.6078431372549019,-0.0392156862745098
u5609,-1,1,1,-1.0,1.0
u5607,-1,-1,3,-0.3333333333333333,-0.3333333333333333
u5608,1,1,1,1.0,1.0
u5618,2,2,5,0.4,0.4
u5611,4,7,34,0.11764705882352941,0.20588235294117646
u5619,1,0,1,1.0,0.0
u5615,3,19,44,0.06818181818181818,0.4318181818181818
u5621,4,1,4,1.0,0.25
u5620,4,0,4,1.0,0.0
u5614,1,6,6,0.16666666666666666,1.0
u5622,4,4,5,0.8,0.8
u5634,1,0,1,1.0,0.0
u5623,0,0,0,,
u5628,3,8,19,0.15789473684210525,0.42105263157894735
u5640,3,3,12,0.25,0.25
u5652,0,18,41,0.0,0.43902439024390244
u5638,-1,0,1,-1.0,0.0
u5626,0,0,0,,
u5642,-1,-1,1,-1.0,-1.0
u5627,4,3,4,1.0,0.75
u5632,-2,1,4,-0.5,0.25
u5636,-2,0,2,-1.0,0.0
u5644,3,2,7,0.42857142857142855,0.2857142857142857
u5645,-1,-1,1,-1.0,-1.0
u5629,0,0,0,,
u5630,-1,-1,1,-1.0,-1.0
u5631,5,3,5,1.0,0.6
u5643,1,5,5,0.2,1.0
u5633,0,0,0,,
u5637,2,2,2,1.0,1.0
u5639,3,3,5,0.6,0.6
u5641,-3,0,3,-1.0,0.0
u5648,0,0,0,,
u5646,-1,0,1,-1.0,0.0
u5653,0,0,0,,
u5668,9,25,47,0.19148936170212766,0.5319148936170213
u5655,-1,1,1,-1.0,1.0
u5656,0,0,0,,
u5660,1,1,1,1.0,1.0
u5657,-1,-3,4,-0.25,-0.75
u5661,0,0,8,0.0,0.0
u5663,0,-1,3,0.0,-0.3333333333333333
u5664,4,-2,4,1.0,-0.5
u5665,-1,0,1,-1.0,0.0
u5670,2,3,10,0.2,0.3
u5666,-1,1,1,-1.0,1.0
u5667,-1,5,5,-0.2,1.0
u5669,-3,5,5,-0.6,1.0
u5672,3,3,6,0.5,0.5
u5673,2,2,2,1.0,1.0
u5684,2,5,34,0.058823529411764705,0.14705882352941177
u5674,-8,23,83,-0.0963855421686747,0.27710843373493976
u5678,-5,-1,36,-0.1388888888888889,-0.027777777777777776
u5681,-1,3,3,-0.3333333333333333,1.0
u5682,-2,10,21,-0.09523809523809523,0.47619047619047616
u5686,-2,2,2,-1.0,1.0
u5677,1,2,3,0.3333333333333333,0.6666666666666666
u5676,7,2,9,0.7777777777777778,0.2222222222222222
u5679,3,2,3,1.0,0.6666666666666666
u5680,-3,-4,5,-0.6,-0.8
u5683,-1,-1,1,-1.0,-1.0
u5687,0,0,0,,
u5688,0,0,0,,
u5692,5,7,7,0.7142857142857143,1.0
u5691,42,37,61,0.6885245901639344,0.6065573770491803
u5699,5,6,13,0.38461538461538464,0.46153846153846156
u5690,5,6,23,0.21739130434782608,0.2608695652173913
u5702,13,15,22,0.5909090909090909,0.6818181818181818
u5703,16,19,28,0.5714285714285714,0.6785714285714286
u5695,16,22,31,0.5161290322580645,0.7096774193548387
u5700,-2,2,2,-1.0,1.0
u5696,0,0,1,0.0,0.0
u5693,0,0,0,,
u5694,17,11,26,0.6538461538461539,0.4230769230769231
u5697,0,3,3,0.0,1.0
u5705,0,0,0,,
u5706,-1,1,1,-1.0,1.0
u5712,-6,-6,6,-1.0,-1.0
u5719,-2,3,13,-0.15384615384615385,0.23076923076923078
u5708,-2,0,2,-1.0,0.0
u5720,3,1,3,1.0,0.3333333333333333
u5716,0,2,2,0.0,1.0
u5717,0,1,2,0.0,0.5
u5710,-1,-1,1,-1.0,-1.0
u5711,-1,-1,3,-0.3333333333333333,-0.3333333333333333
u5713,0,0,0,,
u5715,2,2,2,1.0,1.0
u5718,2,2,2,1.0,1.0
u5725,-1,5,5,-0.2,1.0
u5722,6,4,8,0.75,0.5
u5729,-1,3,3,-0.3333333333333333,1.0
u5731,1,1,1,1.0,1.0
u5726,1,0,12,0.08333333333333333,0.0
u5727,2,-1,8,0.25,-0.125
u5723,0,0,0,,
u5724,2,0,2,1.0,0.0
u5728,5,3,6,0.8333333333333334,0.5
u5733,4,4,6,0.6666666666666666,0.6666666666666666
u5734,0,0,0,,
u5730,0,0,0,,
u5735,4,2,8,0.5,0.25
u5746,33,35,72,0.4583333333333333,0.4861111111111111
u5737,2,-2,15,0.13333333333333333,-0.13333333333333333
u5747,29,44,91,0.31868131868131866,0.4835164835164835
u5752,1,3,4,0.25,0.75
u5736,-1,-1,1,-1.0,-1.0
u5750,55,65,126,0.4365079365079365,0.5158730158730159
u5739,5,5,5,1.0,1.0
u5741,34,45,74,0.4594594594594595,0.6081081081081081
u5744,29,21,39,0.7435897435897436,0.5384615384615384
u5749,47,59,105,0.44761904761904764,0.5619047619047619
u5742,12,8,14,0.8571428571428571,0.5714285714285714
u5743,1,1,2,0.5,0.5
u5745,1,3,9,0.1111111111111111,0.3333333333333333
u5751,9,7,15,0.6,0.4666666666666667
u5753,-2,-2,2,-1.0,-1.0
u5768,-1,8,12,-0.08333333333333333,0.6666666666666666
u5754,0,-3,6,0.0,-0.5
u5771,-3,5,34,-0.08823529411764706,0.14705882352941177
u5765,0,4,4,0.0,1.0
u5755,3,2,3,1.0,0.6666666666666666
u5756,-1,2,2,-0.5,1.0
u5773,-1,2,7,-0.14285714285714285,0.2857142857142857
u5758,-2,8,8,-0.25,1.0
u5759,0,3,6,0.0,0.5
u5760,0,0,0,,
u5761,2,5,14,0.14285714285714285,0.35714285714285715
u5762,-1,1,1,-1.0,1.0
u5763,-2,2,2,-1.0,1.0
u5764,1,2,4,0.25,0.5
u5766,0,0,0,,
u5769,2,2,2,1.0,1.0
u5775,0,1,2,0.0,0.5
u5781,2,2,6,0.3333333333333333,0.3333333333333333
u5776,-1,1,1,-1.0,1.0
u5780,2,3,4,0.5,0.75
u5777,0,-1,2,0.0,-0.5
u5783,1,6,17,0.058823529411764705,0.35294117647058826
u5782,0,3,11,0.0,0.2727272727272727
u5785,0,5,7,0.0,0.7142857142857143
u5778,-3,3,4,-0.75,0.75
u5779,-1,1,1,-1.0,1.0
u5800,25,22,69,0.36231884057971014,0.3188405797101449
u5787,-1,1,3,-0.3333333333333333,0.3333333333333333
u5788,4,4,4,1.0,1.0
u5790,3,4,6,0.5,0.6666666666666666
u5791,1,1,1,1.0,1.0
u5792,8,13,14,0.5714285714285714,0.9285714285714286
u5794,11,7,12,0.9166666666666666,0.5833333333333334
u5795,61,53,76,0.8026315789473685,0.6973684210526315
u5793,10,10,12,0.8333333333333334,0.8333333333333334
u5796,2,4,7,0.2857142857142857,0.5714285714285714
u5799,9,6,13,0.6923076923076923,0.46153846153846156
u5797,0,-1,2,0.0,-0.5
u5801,2,3,3,0.6666666666666666,1.0
u5804,3,3,6,0.5,0.5
u5802,0,0,2,0.0,0.0
u5803,-1,9,11,-0.09090909090909091,0.8181818181818182
u5805,0,6,14,0.0,0.42857142857142855
u5806,1,0,1,1.0,0.0
u5820,-7,-1,39,-0.1794871794871795,-0.02564102564102564
u5811,1,3,3,0.3333333333333333,1.0
u5807,2,1,6,0.3333333333333333,0.16666666666666666
u5809,0,0,0,,
u5810,0,0,0,,
u5812,2,0,2,1.0,0.0
u5813,0,0,0,,
u5816,-3,-3,3,-1.0,-1.0
u5818,0,0,0,,
u5819,0,2,2,0.0,1.0
u5821,29,32,63,0.4603174603174603,0.5079365079365079
u5822,10,15,22,0.45454545454545453,0.6818181818181818
u5831,3,3,3,1.0,1.0
u5826,1,4,9,0.1111111111111111,0.4444444444444444
u5827,0,1,2,0.0,0.5
u5823,0,1,3,0.0,0.3333333333333333
u5833,0,0,0,,
u5828,0,2,2,0.0,1.0
u5829,1,3,10,0.1,0.3
u5824,6,5,6,1.0,0.8333333333333334
u5825,-2,-2,2,-1.0,-1.0
u5834,1,0,3,0.3333333333333333,0.0
u5835,0,0,0,,
u5832,2,2,2,1.0,1.0
u5836,1,1,1,1.0,1.0
u5838,-4,7,29,-0.13793103448275862,0.2413793103448276
u5837,0,0,0,,
u5848,0,0,0,,
u5840,-4,1,21,-0.19047619047619047,0.047619047619047616
u5839,0,0,1,0.0,0.0
u5845,-1,-1,1,-1.0,-1.0
u5841,-7,1,8,-0.875,0.125
u5843,2,-6,14,0.14285714285714285,-0.42857142857142855
u5847,0,1,1,0.0,1.0
u5865,1,1,1,1.0,1.0
u5849,-3,3,10,-0.3,0.3
u5856,4,2,9,0.4444444444444444,0.2222222222222222
u5852,2,-2,3,0.6666666666666666,-0.6666666666666666
u5850,-1,1,1,-1.0,1.0
u5859,2,2,32,0.0625,0.0625
u5851,-1,0,6,-0.16666666666666666,0.0
u5866,0,0,0,,
u5853,-1,1,1,-1.0,1.0
u5854,-1,-1,1,-1.0,-1.0
u5855,0,0,0,,
u5862,0,0,0,,
u5861,0,0,1,0.0,0.0
u5857,-3,-1,3,-1.0,-0.3333333333333333
u5858,0,0,0,,
u5863,-2,0,2,-1.0,0.0
u5860,0,0,0,,
u5867,-2,2,2,-1.0,1.0
u5869,-2,3,5,-0.4,0.6
u5896,2,2,2,1.0,1.0
u5873,-3,-3,3,-1.0,-1.0
u5871,0,0,0,,
u5895,1,0,1,1.0,0.0
u5872,0,0,4,0.0,0.0
u5874,38,36,70,0.5428571428571428,0.5142857142857142
u5881,12,10,21,0.5714285714285714,0.47619047619047616
u5886,19,16,39,0.48717948717948717,0.41025641025641024
u5891,36,51,87,0.41379310344827586,0.5862068965517241
u5879,7,10,27,0.25925925925925924,0.37037037037037035
u5875,1,3,3,0.3333333333333333,1.0
u5883,1,0,1,1.0,0.0
u5885,7,8,11,0.6363636363636364,0.7272727272727273
u5877,14,12,16,0.875,0.75
u5894,31,30,56,0.5535714285714286,0.5357142857142857
u5882,0,0,0,,
u5887,0,0,5,0.0,0.0
u5909,106,101,214,0.4953271028037383,0.4719626168224299
u5898,-2,1,2,-1.0,0.5
u5899,0,4,4,0.0,1.0
u5900,9,8,11,0.8181818181818182,0.7272727272727273
u5901,2,4,6,0.3333333333333333,0.6666666666666666
u5910,1,0,1,1.0,0.0
u5902,-2,1,2,-1.0,0.5
u5903,0,1,3,0.0,0.3333333333333333
u5904,14,14,21,0.6666666666666666,0.6666666666666666
u5905,5,10,13,0.38461538461538464,0.7692307692307693
u5906,0,0,2,0.0,0.0
u5915,1,1,1,1.0,1.0
u5914,27,24,35,0.7714285714285715,0.6857142857142857
u5912,-1,1,8,-0.125,0.125
u5913,4,-1,4,1.0,-0.25
u5916,12,6,14,0.8571428571428571,0.42857142857142855
u5917,0,2,2,0.0,1.0
u5919,3,4,8,0.375,0.5
u5923,3,6,8,0.375,0.75
u5918,4,2,11,0.36363636363636365,0.18181818181818182
u5924,4,2,4,1.0,0.5
u5925,-4,-2,5,-0.8,-0.4
u5922,0,0,0,,
u5926,0,3,4,0.0,0.75
u5932,2,0,7,0.2857142857142857,0.0
u5928,3,4,6,0.5,0.6666666666666666
u5929,-3,1,5,-0.6,0.2
u5930,-2,4,6,-0.3333333333333333,0.6666666666666666
u5931,-4,1,12,-0.3333333333333333,0.08333333333333333
u5934,1,1,3,0.3333333333333333,0.3333333333333333
u5937,0,9,25,0.0,0.36
u5936,-2,0,2,-1.0,0.0
u5942,-4,8,13,-0.3076923076923077,0.6153846153846154
u5939,3,0,3,1.0,0.0
u5938,4,4,14,0.2857142857142857,0.2857142857142857
u5941,1,2,3,0.3333333333333333,0.6666666666666666
u5940,-1,1,1,-1.0,1.0
u5943,23,23,31,0.7419354838709677,0.7419354838709677
u5951,17,23,53,0.32075471698113206,0.4339622641509434
u5946,23,20,33,0.696969696969697,0.6060606060606061
u5944,16,16,17,0.9411764705882353,0.9411764705882353
u5952,14,12,25,0.56,0.48
u5945,9,8,9,1.0,0.8888888888888888
u5954,5,6,9,0.5555555555555556,0.6666666666666666
u5947,2,2,2,1.0,1.0
u5948,1,2,4,0.25,0.5
u5949,12,14,26,0.46153846153846156,0.5384615384615384
u5953,18,28,30,0.6,0.9333333333333333
u5950,9,8,9,1.0,0.8888888888888888
u5970,0,2,2,0.0,1.0
u5957,-1,1,1,-1.0,1.0
u5968,1,2,3,0.3333333333333333,0.6666666666666666
u5971,8,15,32,0.25,0.46875
u5958,5,18,30,0.16666666666666666,0.6
u5972,0,0,0,,
u5962,-2,2,4,-0.5,0.5
u5964,0,0,0,,
u5963,0,0,0,,
u5965,0,0,0,,
u5966,0,-1,2,0.0,-0.5
u5975,1,0,3,0.3333333333333333,0.0
u5976,-3,-4,30,-0.1,-0.13333333333333333
u5977,-1,0,1,-1.0,0.0
u5982,1,5,28,0.03571428571428571,0.17857142857142858
u5981,0,0,0,,
u5979,0,4,19,0.0,0.21052631578947367
u5980,1,1,1,1.0,1.0
u5978,-2,2,2,-1.0,1.0
u5984,-3,1,32,-0.09375,0.03125
u5988,0,0,0,,
u5986,-10,-3,20,-0.5,-0.15
u5992,0,3,3,0.0,1.0
u5991,-6,2,16,-0.375,0.125
u5996,2,10,15,0.13333333333333333,0.6666666666666666
u5999,0,0,12,0.0,0.0
u5990,0,2,2,0.0,1.0
u5989,-1,1,1,-1.0,1.0
u5997,2,0,2,1.0,0.0
u5987,0,2,6,0.0,0.3333333333333333
u5993,-2,5,5,-0.4,1.0
u5995,-1,1,5,-0.2,0.2
u5994,-1,1,1,-1.0,1.0
u5998,0,2,2,0.0,1.0
u6001,19,14,28,0.6785714285714286,0.5
u6002,6,4,6,1.0,0.6666666666666666
u6003,8,10,13,0.6153846153846154,0.7692307692307693
u6008,11,2,20,0.55,0.1
u6004,8,8,15,0.5333333333333333,0.5333333333333333
u6005,5,5,5,1.0,1.0
u6006,3,1,6,0.5,0.16666666666666666
u6007,3,0,4,0.75,0.0
u6013,-3,5,65,-0.046153846153846156,0.07692307692307693
u6010,3,10,10,0.3,1.0
u6012,11,9,25,0.44,0.36
u6011,0,1,21,0.0,0.047619047619047616
u6015,4,-2,6,0.6666666666666666,-0.3333333333333333
u6014,-1,-1,1,-1.0,-1.0
u6016,4,1,6,0.6666666666666666,0.16666666666666666
u6019,65,78,139,0.4676258992805755,0.5611510791366906
u6024,17,22,30,0.5666666666666667,0.7333333333333333
u6025,4,2,6,0.6666666666666666,0.3333333333333333
u6018,5,5,7,0.7142857142857143,0.7142857142857143
u6020,54,44,77,0.7012987012987013,0.5714285714285714
u6026,42,38,60,0.7,0.6333333333333333
u6022,-1,0,1,-1.0,0.0
u6021,2,2,2,1.0,1.0
u6023,7,2,17,0.4117647058823529,0.11764705882352941
u6029,2,3,8,0.25,0.375
u6028,2,1,4,0.5,0.25
u6031,-4,9,14,-0.2857142857142857,0.6428571428571429
u6033,-3,3,5,-0.6,0.6
u6035,3,2,7,0.42857142857142855,0.2857142857142857
u6032,-8,0,12,-0.6666666666666666,0.0
u6030,0,0,0,,
u6036,2,0,2,1.0,0.0
u6059,-1,3,4,-0.25,0.75
u6051,-1,-2,2,-0.5,-1.0
u6045,7,21,46,0.15217391304347827,0.45652173913043476
u6037,2,1,2,1.0,0.5
u6039,8,8,15,0.5333333333333333,0.5333333333333333
u6047,1,1,4,0.25,0.25
u6041,1,0,1,1.0,0.0
u6043,1,1,1,1.0,1.0
u6050,0,0,0,,
u6065,1,0,3,0.3333333333333333,0.0
u6060,1,1,1,1.0,1.0
u6048,1,0,1,1.0,0.0
u6052,0,2,2,0.0,1.0
u6054,1,2,7,0.14285714285714285,0.2857142857142857
u6057,0,0,0,,
u6063,0,4,8,0.0,0.5
u6058,-1,0,3,-0.3333333333333333,0.0
u6055,1,-1,1,1.0,-1.0
u6064,-1,0,3,-0.3333333333333333,0.0
u6061,0,0,0,,
u6076,5,2,11,0.45454545454545453,0.18181818181818182
u6071,3,0,3,1.0,0.0
u6066,10,2,11,0.9090909090909091,0.18181818181818182
u6078,-2,-1,3,-0.6666666666666666,-0.3333333333333333
u6086,5,4,19,0.2631578947368421,0.21052631578947367
u6077,16,12,18,0.8888888888888888,0.6666666666666666
u6068,20,29,58,0.3448275862068966,0.5
u6075,2,9,11,0.18181818181818182,0.8181818181818182
u6079,6,8,21,0.2857142857142857,0.38095238095238093
u6083,2,1,2,1.0,0.5
u6082,2,5,5,0.4,1.0
u6073,-1,2,2,-0.5,1.0
u6074,6,7,12,0.5,0.5833333333333334
u6090,3,0,10,0.3,0.0
u6081,0,-1,2,0.0,-0.5
u6069,3,-1,4,0.75,-0.25
u6070,1,2,3,0.3333333333333333,0.6666666666666666
u6089,1,3,8,0.125,0.375
u6072,-1,-1,3,-0.3333333333333333,-0.3333333333333333
u6095,-3,2,18,-0.16666666666666666,0.1111111111111111
u6091,2,1,2,1.0,0.5
u6100,0,0,0,,
u6098,7,10,16,0.4375,0.625
